1,0.00007021841858,0,0,0,0.0000001565031103,0,0,0,1
0,0.0000709358653,0,0,0,0.0000006434440968,0,0,0,0
0,0.00007023185391,0,0,0,-0.0000001691061621,0,0,0,0
0,0.0000694337952,0,0,0,0.0000005095066984,0,0,0,0
0,0.00006893400085,0,0,0,-0.0000001750165549,0,0,0,0
0,0.00006925376175,0,0,0,-0.0000009515447177,0,0,0,0
0,0.00006968503591,0,0,0,-0.00000008047166217,0,0,0,0
0,0.00006968503591,0,0,0,0.000001324076799,0,0,1,0
0,0.00006979386209,0,0,0,-0.00000006787439744,0,0,0,0
0,0.00006990268828,0,0,0,-0.0000007654202062,0,0,0,0
0,0.00007034202363,0,0,0,0.0000001765003144,0,0,0,0
0,0.00006990268828,0,0,0,0.0000005738659979,0,0,0,0
0,0.0000681990882,0,0,0,-0.0000005619053455,0,0,0,0
0,0.00006986641289,0,0,0,-0.00000006323408524,0,0,0,0
0,0.0000700854088,0,0,0,-0.0000007249772601,0,0,0,0
0,0.0006032867078,0,0,0,0.0000004436667932,0,0,0,0
0,0.0006608705403,0,0,0,0.000001010574362,0,0,1,0
0,0.0006037435091,0,0,0,0.000000744150212,0,0,0,0
0,0.001007649892,0,0,0,0.000001279008177,0,0,1,0
0,0.0006717665944,0,0,0,0.000002107417267,0,1,1,0
0,0.0006717665944,0,0,0,0.000001894826929,0,1,1,0
0,0.001600148028,0,0,0,0.000001337524891,0,0,1,0
0,0.001600148028,0,0,0,0.000000826833569,0,0,0,0
0,0.001602835094,0,0,0,0.000003148327821,0,0,1,0
0,0.003576485349,0,0,0,0.000002893917492,0,0,1,0
0,0.004688930829,0,0,0,0.00000107373526,0,0,1,0
0,0.004701022628,0,0,0,0,0,0,0,0
0,0.004702366161,0,0,0,0.0000003065787391,0,0,0,0
0,0.004702366161,0,0,0,0.0000002872158714,0,0,0,0
0,0.004702366161,0,0,0,-0.0000000450255904,0,0,0,0
0,0.004702366161,0,0,0,0.0000000454758463,0,0,0,0
0,0.004702366161,0,0,0,0,0,0,0,0
0,0.004702366161,0,0,0,0.0000000900511808,0,0,0,0
0,0.00564149586,0,0,0,0.0000001324539213,0,0,0,0
0,0.006591373824,0,0,0,0.0000005577226431,0,0,0,0
0,0.006595404424,0,0,0,0.0000004203649658,0,0,0,0
0,0.006633103965,0,0,0,0.0000002448699416,0,1,0,0
0,0.006633103965,0,0,0,0.0000001327761936,0,0,0,0
0,0.006633103965,0,0,0,0.0000003001400325,1,0,0,0
